Event Date,Hours Absent,Function Category
2021-02-05,8,SI - STD Pay @ 100%
2021-02-08,8,SI - STD Pay @ 100%
2021-02-09,8,SI - STD Pay @ 100%
2021-02-10,8,SI - STD Pay @ 100%
2021-02-11,8,SI - STD Pay @ 100%
2021-02-12,8,SI - STD Pay @ 100%
2021-02-15,8,SI - STD Pay @ 100%
2021-02-16,8,SI - STD Pay @ 100%
2021-02-17,8,SI - STD Pay @ 100%
2021-02-18,8,SI - STD Pay @ 100%
2021-02-19,8,SI - STD Pay @ 100%
2021-02-22,8,SI - STD Pay @ 100%
2021-02-23,8,SI - STD Pay @ 100%
2021-02-24,8,SI - STD Pay @ 100%
2021-02-25,8,SI - STD Pay @ 100%
2021-02-26,8,SI - STD Pay @ 100%
2021-03-01,8,SI - STD Pay @ 100%
2021-03-02,8,SI - STD Pay @ 100%
2021-03-03,8,SI - STD Pay @ 100%
2021-03-04,8,SI - STD Pay @ 100%
2021-03-05,8,SI - STD Pay @ 100%
2021-03-08,8,SI - STD Pay @ 100%
2021-03-09,8,SI - STD Pay @ 100%
2021-03-10,8,SI - STD Pay @ 100%
2021-03-11,8,SI - STD Pay @ 100%
2021-03-12,8,SIE - STD Pay @ 100% Incident End
2021-11-01,8,SI - STD Pay @ 100%
2021-11-02,8,SIE - STD Pay @ 100% Incident End
2021-10-12,10,SI - STD Pay @ 100%
2021-10-13,10,SI - STD Pay @ 100%
2021-10-14,14,SI - STD Pay @ 100%
2021-10-15,14,SIE - STD Pay @ 100% Incident End
2021-01-27,8,SI - STD Pay @ 100%
2021-01-28,8,SIE - STD Pay @ 100% Incident End
2021-04-12,8,SI - STD Pay @ 100%
2021-04-13,8,SI - STD Pay @ 100%
2021-04-14,8,SI - STD Pay @ 100%
2021-04-15,8,SI - STD Pay @ 100%
2021-04-16,8,SIE - STD Pay @ 100% Incident End
2021-06-23,8,SI - STD Pay @ 100%
2021-06-24,8,SI - STD Pay @ 100%
2021-06-25,8,SI - STD Pay @ 100%
2021-06-28,8,SI - STD Pay @ 100%
2021-06-29,8,SI - STD Pay @ 100%
2021-06-30,8,SI - STD Pay @ 100%
2021-07-01,8,SI - STD Pay @ 100%
2021-07-02,8,SI - STD Pay @ 100%
2021-07-05,8,SI - STD Pay @ 100%
2021-07-06,8,SI - STD Pay @ 100%
2021-07-07,8,SI - STD Pay @ 100%
2021-07-08,8,SI - STD Pay @ 100%
2021-07-09,8,SI - STD Pay @ 100%
2021-07-12,8,SI - STD Pay @ 100%
2021-07-13,8,SI - STD Pay @ 100%
2021-07-14,8,SI - STD Pay @ 100%
2021-07-15,8,SI - STD Pay @ 100%
2021-07-16,8,SI - STD Pay @ 100%
2021-07-19,8,SI - STD Pay @ 100%
2021-07-20,8,SI - STD Pay @ 100%
2021-07-21,8,SI - STD Pay @ 100%
2021-07-22,8,SI - STD Pay @ 100%
2021-07-23,8,SI - STD Pay @ 100%
2021-07-26,8,SI - STD Pay @ 100%
2021-07-27,8,SI - STD Pay @ 100%
2021-07-28,8,SI - STD Pay @ 100%
2021-07-29,8,SI - STD Pay @ 100%
2021-07-30,8,SI - STD Pay @ 100%
2021-08-02,8,SI - STD Pay @ 100%
2021-08-03,8,SI - STD Pay @ 100%
2021-08-04,8,SI - STD Pay @ 100%
2021-08-05,8,SI - STD Pay @ 100%
2021-08-06,8,SI - STD Pay @ 100%
2021-08-09,8,SI - STD Pay @ 100%
2021-08-10,8,SI - STD Pay @ 100%
2021-08-11,8,SI - STD Pay @ 100%
2021-08-12,8,SI - STD Pay @ 100%
2021-08-13,8,SI - STD Pay @ 100%
2021-08-16,8,SI - STD Pay @ 100%
2021-08-17,8,SI - STD Pay @ 100%
2021-08-18,8,SI - STD Pay @ 100%
2021-08-19,8,SI - STD Pay @ 100%
2021-08-20,8,SI - STD Pay @ 100%
2021-08-23,8,SI - STD Pay @ 100%
2021-08-24,8,SI - STD Pay @ 100%
2021-08-25,8,SI - STD Pay @ 100%
2021-08-26,8,SI - STD Pay @ 100%
2021-08-27,8,SI - STD Pay @ 100%
2021-08-30,8,SI - STD Pay @ 100%
2021-08-31,8,SI - STD Pay @ 100%
2021-09-01,8,SI - STD Pay @ 100%
2021-09-02,8,SI - STD Pay @ 100%
2021-09-03,8,SI - STD Pay @ 100%
2021-09-06,8,SI - STD Pay @ 100%
2021-09-07,8,SI - STD Pay @ 100%
2021-09-08,8,SI - STD Pay @ 100%
2021-09-09,8,SI - STD Pay @ 100%
2021-09-10,8,SI - STD Pay @ 100%
2021-09-13,8,SI - STD Pay @ 100%
2021-09-14,8,SI - STD Pay @ 100%
2021-09-15,8,SI - STD Pay @ 100%
2021-09-16,8,SI - STD Pay @ 100%
2021-09-17,8,SI - STD Pay @ 100%
2021-09-20,8,SI - STD Pay @ 100%
2021-09-21,8,SI - STD Pay @ 100%
2021-09-22,8,SI - STD Pay @ 100%
2021-09-23,8,SI - STD Pay @ 100%
2021-09-24,8,SI - STD Pay @ 100%
2021-09-27,8,SI - STD Pay @ 100%
2021-09-28,8,SI - STD Pay @ 100%
2021-09-29,8,SI - STD Pay @ 100%
2021-09-30,8,SI - STD Pay @ 100%
2021-10-01,8,SI - STD Pay @ 100%
2021-10-04,8,SI - STD Pay @ 100%
2021-10-05,8,SI - STD Pay @ 100%
2021-10-06,8,SI - STD Pay @ 100%
2021-10-07,8,SI - STD Pay @ 100%
2021-10-08,8,SI - STD Pay @ 100%
2021-10-11,8,S9 - STD Pay @ 90%
2021-10-12,8,S9 - STD Pay @ 90%
2021-10-13,8,S9 - STD Pay @ 90%
2021-10-14,8,S9 - STD Pay @ 90%
2021-10-15,8,S9 - STD Pay @ 90%
2021-10-18,8,S9 - STD Pay @ 90%
2021-10-19,8,S9E - STD Pay @ 90% Incident End
2021-12-17,8,LSE - Limited Sick End
2021-02-08,7.5,SIE - STD Pay @ 100% Incident End
2021-02-03,6,SI - STD Pay @ 100%
2021-02-04,7.5,SI - STD Pay @ 100%
2021-02-05,7.5,SIE - STD Pay @ 100% Incident End
2021-09-08,7.5,SI - STD Pay @ 100%
2021-09-09,7.5,SIE - STD Pay @ 100% Incident End
2021-09-22,7.5,SI - STD Pay @ 100%
2021-09-23,7.5,SI - STD Pay @ 100%
2021-09-27,6.75,SI - STD Pay @ 100%
2021-09-28,6.75,SI - STD Pay @ 100%
2021-09-29,6.75,SI - STD Pay @ 100%
2021-09-30,6.75,SI - STD Pay @ 100%
2021-10-01,6.75,SI - STD Pay @ 100%
2021-10-04,6.75,SI - STD Pay @ 100%
2021-10-05,6.75,SI - STD Pay @ 100%
2021-10-06,6.75,SI - STD Pay @ 100%
2021-10-07,6.75,SI - STD Pay @ 100%
2021-10-08,6.75,SI - STD Pay @ 100%
2021-10-11,6.75,SI - STD Pay @ 100%
2021-10-12,6.75,SI - STD Pay @ 100%
2021-10-13,6.75,SI - STD Pay @ 100%
2021-10-14,6.75,SI - STD Pay @ 100%
2021-10-15,6.75,SI - STD Pay @ 100%
2021-10-18,6.75,SI - STD Pay @ 100%
2021-10-19,6.75,SI - STD Pay @ 100%
2021-10-20,6.75,SI - STD Pay @ 100%
2021-10-21,6.75,SI - STD Pay @ 100%
2021-10-22,6.75,SI - STD Pay @ 100%
2021-10-25,6.75,SI - STD Pay @ 100%
2021-10-26,6.75,SI - STD Pay @ 100%
2021-10-27,6.75,SI - STD Pay @ 100%
2021-10-28,6.75,SI - STD Pay @ 100%
2021-10-29,6.75,SI - STD Pay @ 100%
2021-11-01,6.75,SI - STD Pay @ 100%
2021-11-02,6.75,SI - STD Pay @ 100%
2021-11-03,6.75,SI - STD Pay @ 100%
2021-11-04,6.75,SI - STD Pay @ 100%
2021-11-05,6.75,SI - STD Pay @ 100%
2021-11-08,6.75,SI - STD Pay @ 100%
2021-11-09,6.75,SI - STD Pay @ 100%
2021-11-10,6.75,SI - STD Pay @ 100%
2021-11-11,6.75,SI - STD Pay @ 100%
2021-11-12,6.75,SI - STD Pay @ 100%
2021-11-15,6.75,SI - STD Pay @ 100%
2021-11-16,6.75,SI - STD Pay @ 100%
2021-11-17,6.75,SI - STD Pay @ 100%
2021-11-18,6.75,SI - STD Pay @ 100%
2021-11-19,6.75,SI - STD Pay @ 100%
2021-11-22,6.75,SI - STD Pay @ 100%
2021-11-23,6.75,SI - STD Pay @ 100%
2021-11-24,6.75,SI - STD Pay @ 100%
2021-11-25,6.75,SI - STD Pay @ 100%
2021-11-26,6.75,SI - STD Pay @ 100%
2021-11-29,6.75,SI - STD Pay @ 100%
2021-11-30,6.75,SI - STD Pay @ 100%
2021-12-01,6.75,SI - STD Pay @ 100%
2021-12-02,6.75,SI - STD Pay @ 100%
2021-12-03,6.75,SI - STD Pay @ 100%
2021-12-06,6.75,SI - STD Pay @ 100%
2021-12-07,6.75,SI - STD Pay @ 100%
2021-12-08,6.75,SI - STD Pay @ 100%
2021-12-09,6.75,SI - STD Pay @ 100%
2021-12-10,6.75,SI - STD Pay @ 100%
2021-12-13,6.75,SI - STD Pay @ 100%
2021-12-14,6.75,SI - STD Pay @ 100%
2021-12-15,6.75,SI - STD Pay @ 100%
2021-12-16,6.75,SI - STD Pay @ 100%
2021-12-17,6.75,SI - STD Pay @ 100%
2021-12-20,6.75,SI - STD Pay @ 100%
2021-12-21,6.75,SI - STD Pay @ 100%
2021-12-22,6.75,SI - STD Pay @ 100%
2021-12-23,6.75,SI - STD Pay @ 100%
2021-12-24,6.75,SI - STD Pay @ 100%
2021-12-27,6.75,SI - STD Pay @ 100%
2021-12-28,6.75,SI - STD Pay @ 100%
2021-12-29,6.75,SI - STD Pay @ 100%
2021-12-30,6.75,SI - STD Pay @ 100%
2021-12-31,6.75,SI - STD Pay @ 100%
2021-05-11,7.5,SI - STD Pay @ 100%
2021-05-12,7.5,SI - STD Pay @ 100%
2021-05-13,7.5,SI - STD Pay @ 100%
2021-05-14,7.5,SI - STD Pay @ 100%
2021-05-17,7.5,SI - STD Pay @ 100%
2021-05-18,7.5,SI - STD Pay @ 100%
2021-05-19,7.5,SI - STD Pay @ 100%
2021-05-20,7.5,SI - STD Pay @ 100%
2021-05-21,7.5,SI - STD Pay @ 100%
2021-05-24,6.75,SI - STD Pay @ 100%
2021-05-25,6.75,SI - STD Pay @ 100%
2021-05-26,6.75,SI - STD Pay @ 100%
2021-05-27,6.75,SI - STD Pay @ 100%
2021-05-28,6.75,SI - STD Pay @ 100%
2021-05-31,6.75,SI - STD Pay @ 100%
2021-06-01,6.75,SI - STD Pay @ 100%
2021-06-02,6.75,SI - STD Pay @ 100%
2021-06-03,6.75,SI - STD Pay @ 100%
2021-06-04,6.75,SI - STD Pay @ 100%
2021-06-07,6.75,SI - STD Pay @ 100%
2021-06-08,6.75,SI - STD Pay @ 100%
2021-06-09,6.75,SI - STD Pay @ 100%
2021-06-10,6.75,SI - STD Pay @ 100%
2021-06-11,6.75,SI - STD Pay @ 100%
2021-06-14,6.75,SI - STD Pay @ 100%
2021-06-15,6.75,SI - STD Pay @ 100%
2021-06-16,6.75,SI - STD Pay @ 100%
2021-06-17,6.75,SI - STD Pay @ 100%
2021-06-18,6.75,SI - STD Pay @ 100%
2021-06-21,6.75,SI - STD Pay @ 100%
2021-06-22,6.75,SI - STD Pay @ 100%
2021-06-23,6.75,SI - STD Pay @ 100%
2021-06-24,6.75,SI - STD Pay @ 100%
2021-06-25,6.75,SI - STD Pay @ 100%
2021-06-28,6.75,SI - STD Pay @ 100%
2021-06-29,6.75,SI - STD Pay @ 100%
2021-06-30,6.75,SI - STD Pay @ 100%
2021-07-01,6.75,SI - STD Pay @ 100%
2021-07-02,6.75,SI - STD Pay @ 100%
2021-07-05,6.75,SI - STD Pay @ 100%
2021-07-06,6.75,SI - STD Pay @ 100%
2021-07-07,6.75,SI - STD Pay @ 100%
2021-07-08,6.75,SI - STD Pay @ 100%
2021-07-09,6.75,SI - STD Pay @ 100%
2021-07-12,6.75,SI - STD Pay @ 100%
2021-07-13,6.75,SI - STD Pay @ 100%
2021-07-14,6.75,SI - STD Pay @ 100%
2021-07-15,6.75,SI - STD Pay @ 100%
2021-07-16,6.75,SI - STD Pay @ 100%
2021-07-20,3.5,SI - STD Pay @ 100%
2021-07-21,3.5,SI - STD Pay @ 100%
2021-07-22,3.5,SI - STD Pay @ 100%
2021-07-23,3.5,SI - STD Pay @ 100%
2021-08-02,3.5,SI - STD Pay @ 100%
2021-08-03,3.5,SI - STD Pay @ 100%
2021-08-04,3.5,SI - STD Pay @ 100%
2021-08-05,3.5,SI - STD Pay @ 100%
2021-08-06,3.5,SIE - STD Pay @ 100% Incident End
2021-11-25,7.5,SI - STD Pay @ 100%
2021-11-26,7.5,SIE - STD Pay @ 100% Incident End
2021-08-29,9.8,SIE - STD Pay @ 100% Incident End
2021-12-11,8,SI - STD Pay @ 100%
2021-12-12,8,SI - STD Pay @ 100%
2021-12-13,8,SI - STD Pay @ 100%
2021-12-14,8,SI - STD Pay @ 100%
2021-12-15,8,SIE - STD Pay @ 100% Incident End
2021-02-22,4,SI - STD Pay @ 100%
2021-02-23,5,SI - STD Pay @ 100%
2021-02-24,7,SI - STD Pay @ 100%
2021-02-25,4.25,SI - STD Pay @ 100%
2021-03-02,2.75,SIE - STD Pay @ 100% Incident End
2021-03-17,6,SI - STD Pay @ 100%
2021-03-18,6.75,SIE - STD Pay @ 100% Incident End
2021-04-05,8,SI - STD Pay @ 100%
2021-04-07,8,SI - STD Pay @ 100%
2021-04-08,8,SI - STD Pay @ 100%
2021-04-12,3.18,SI - STD Pay @ 100%
2021-04-13,3.18,SI - STD Pay @ 100%
2021-04-14,3.18,SI - STD Pay @ 100%
2021-04-15,3.18,SI - STD Pay @ 100%
2021-04-16,3.18,SI - STD Pay @ 100%
2021-04-19,3.18,SI - STD Pay @ 100%
2021-04-20,3.18,SI - STD Pay @ 100%
2021-04-21,3.18,SI - STD Pay @ 100%
2021-04-22,3.18,SI - STD Pay @ 100%
2021-04-23,3.18,SI - STD Pay @ 100%
2021-04-26,3.18,SI - STD Pay @ 100%
2021-04-27,3.18,SI - STD Pay @ 100%
2021-04-28,3.18,SI - STD Pay @ 100%
2021-04-29,3.18,SI - STD Pay @ 100%
2021-04-30,3.18,SI - STD Pay @ 100%
2021-05-03,3.18,SI - STD Pay @ 100%
2021-05-04,3.18,SI - STD Pay @ 100%
2021-05-05,3.18,SI - STD Pay @ 100%
2021-05-06,3.18,SI - STD Pay @ 100%
2021-05-07,3.18,SI - STD Pay @ 100%
2021-05-10,3.18,SI - STD Pay @ 100%
2021-05-11,3.18,SI - STD Pay @ 100%
2021-05-12,3.18,SI - STD Pay @ 100%
2021-05-13,3.18,SI - STD Pay @ 100%
2021-05-14,3.18,SI - STD Pay @ 100%
2021-05-17,3.18,SI - STD Pay @ 100%
2021-05-18,3.18,SI - STD Pay @ 100%
2021-05-19,3.18,SI - STD Pay @ 100%
2021-05-20,3.18,SI - STD Pay @ 100%
2021-05-21,3.18,SI - STD Pay @ 100%
2021-05-24,3.18,SI - STD Pay @ 100%
2021-05-25,3.18,SI - STD Pay @ 100%
2021-05-26,3.18,SI - STD Pay @ 100%
2021-05-27,3.18,SI - STD Pay @ 100%
2021-05-28,3.18,SI - STD Pay @ 100%
2021-05-31,3.18,SI - STD Pay @ 100%
2021-06-01,3.18,SI - STD Pay @ 100%
2021-06-02,3.18,SI - STD Pay @ 100%
2021-06-03,3.18,SI - STD Pay @ 100%
2021-06-04,3.18,SI - STD Pay @ 100%
2021-06-07,3.18,SI - STD Pay @ 100%
2021-06-08,3.18,SI - STD Pay @ 100%
2021-06-09,3.18,SI - STD Pay @ 100%
2021-06-10,3.18,SI - STD Pay @ 100%
2021-06-11,3.18,SI - STD Pay @ 100%
2021-06-14,3.18,SI - STD Pay @ 100%
2021-06-15,3.18,SI - STD Pay @ 100%
2021-06-16,3.18,SI - STD Pay @ 100%
2021-06-17,3.18,SI - STD Pay @ 100%
2021-06-18,3.18,SI - STD Pay @ 100%
2021-06-21,3.18,SI - STD Pay @ 100%
2021-06-22,3.18,SI - STD Pay @ 100%
2021-06-23,3.18,SI - STD Pay @ 100%
2021-06-24,3.18,SI - STD Pay @ 100%
2021-06-25,3.18,SI - STD Pay @ 100%
2021-06-28,3.18,SI - STD Pay @ 100%
2021-06-29,3.18,SI - STD Pay @ 100%
2021-06-30,3.18,SI - STD Pay @ 100%
2021-11-27,11,SI - STD Pay @ 100%
2021-12-02,11,SI - STD Pay @ 100%
2021-12-03,11,SI - STD Pay @ 100%
2021-12-04,11,SI - STD Pay @ 100%
2021-12-05,11,SIE - STD Pay @ 100% Incident End
2021-10-05,8,LS9 - Limited Sick @ 90%
2021-05-10,6.75,SI - STD Pay @ 100%
2021-05-11,6.75,SI - STD Pay @ 100%
2021-05-12,6.75,SI - STD Pay @ 100%
2021-05-13,6.75,SI - STD Pay @ 100%
2021-05-14,6.75,SI - STD Pay @ 100%
2021-05-17,6.75,SI - STD Pay @ 100%
2021-05-18,6.75,SI - STD Pay @ 100%
2021-05-19,6.75,SI - STD Pay @ 100%
2021-05-20,6.75,SI - STD Pay @ 100%
2021-05-21,6.75,SI - STD Pay @ 100%
2021-05-24,6.75,SI - STD Pay @ 100%
2021-05-25,6.75,SI - STD Pay @ 100%
2021-05-26,6.75,SI - STD Pay @ 100%
2021-05-27,6.75,SI - STD Pay @ 100%
2021-05-28,6.75,SI - STD Pay @ 100%
2021-05-31,6.75,SI - STD Pay @ 100%
2021-06-01,6.75,SI - STD Pay @ 100%
2021-06-02,6.75,SI - STD Pay @ 100%
2021-06-03,6.75,SI - STD Pay @ 100%
2021-06-04,6.75,SI - STD Pay @ 100%
2021-06-07,6.75,SI - STD Pay @ 100%
2021-06-08,6.75,SI - STD Pay @ 100%
2021-06-09,6.75,SI - STD Pay @ 100%
2021-06-10,6.75,SI - STD Pay @ 100%
2021-06-11,6.75,SI - STD Pay @ 100%
2021-06-14,6.75,SI - STD Pay @ 100%
2021-06-15,6.75,SI - STD Pay @ 100%
2021-06-16,6.75,SI - STD Pay @ 100%
2021-06-17,6.75,SI - STD Pay @ 100%
2021-06-18,6.75,SI - STD Pay @ 100%
2021-06-21,6.75,SI - STD Pay @ 100%
2021-06-22,6.75,SI - STD Pay @ 100%
2021-06-23,6.75,SI - STD Pay @ 100%
2021-06-24,6.75,SI - STD Pay @ 100%
2021-06-25,6.75,SI - STD Pay @ 100%
2021-06-28,6.75,SI - STD Pay @ 100%
2021-06-29,6.75,SI - STD Pay @ 100%
2021-06-30,6.75,SI - STD Pay @ 100%
2021-07-01,6.75,SI - STD Pay @ 100%
2021-07-02,6.75,SI - STD Pay @ 100%
2021-07-05,6.75,SI - STD Pay @ 100%
2021-07-06,6.75,SI - STD Pay @ 100%
2021-07-07,6.75,SI - STD Pay @ 100%
2021-07-08,6.75,SI - STD Pay @ 100%
2021-07-09,6.75,SI - STD Pay @ 100%
2021-07-12,6.75,SI - STD Pay @ 100%
2021-07-13,6.75,SI - STD Pay @ 100%
2021-07-14,6.75,SI - STD Pay @ 100%
2021-07-15,6.75,SI - STD Pay @ 100%
2021-07-16,6.75,SI - STD Pay @ 100%
2021-07-19,6.75,SI - STD Pay @ 100%
2021-07-20,6.75,SI - STD Pay @ 100%
2021-07-21,6.75,SI - STD Pay @ 100%
2021-07-22,6.75,SI - STD Pay @ 100%
2021-07-23,6.75,SI - STD Pay @ 100%
2021-07-26,6.75,SI - STD Pay @ 100%
2021-07-27,6.75,SI - STD Pay @ 100%
2021-07-28,6.75,SI - STD Pay @ 100%
2021-07-29,6.75,SI - STD Pay @ 100%
2021-07-30,6.75,SI - STD Pay @ 100%
2021-08-02,6.75,SI - STD Pay @ 100%
2021-08-03,6.75,SI - STD Pay @ 100%
2021-08-04,6.75,SI - STD Pay @ 100%
2021-08-05,6.75,SI - STD Pay @ 100%
2021-08-06,6.75,SI - STD Pay @ 100%
2021-08-09,6.75,SI - STD Pay @ 100%
2021-08-10,6.75,SI - STD Pay @ 100%
2021-08-11,6.75,SI - STD Pay @ 100%
2021-08-12,6.75,SI - STD Pay @ 100%
2021-08-13,6.75,SI - STD Pay @ 100%
2021-08-16,6.75,SI - STD Pay @ 100%
2021-08-17,6.75,SI - STD Pay @ 100%
2021-08-18,6.75,SI - STD Pay @ 100%
2021-08-19,6.75,SI - STD Pay @ 100%
2021-08-20,6.75,SI - STD Pay @ 100%
2021-08-23,6.75,SI - STD Pay @ 100%
2021-08-24,6.75,SI - STD Pay @ 100%
2021-08-25,6.75,SI - STD Pay @ 100%
2021-08-26,6.75,SI - STD Pay @ 100%
2021-08-27,6.75,SIE - STD Pay @ 100% Incident End
2021-02-10,7.5,SIE - STD Pay @ 100% Incident End
2021-01-20,11,SI - STD Pay @ 100%
2021-01-21,11,SIE - STD Pay @ 100% Incident End
2021-03-29,11,SI - STD Pay @ 100%
2021-03-30,11,SI - STD Pay @ 100%
2021-04-04,11,SI - STD Pay @ 100%
2021-04-05,11,SI - STD Pay @ 100%
2021-04-06,11,SI - STD Pay @ 100%
2021-04-07,11,SI - STD Pay @ 100%
2021-04-12,11,SI - STD Pay @ 100%
2021-04-13,11,SIE - STD Pay @ 100% Incident End
2021-05-13,11,SI - STD Pay @ 100%
2021-05-14,11,SI - STD Pay @ 100%
2021-05-15,11,SI - STD Pay @ 100%
2021-05-16,11,SI - STD Pay @ 100%
2021-05-17,11,SIE - STD Pay @ 100% Incident End
2021-06-23,4,SI - STD Pay @ 100%
2021-06-24,11,SI - STD Pay @ 100%
2021-06-25,11,SIE - STD Pay @ 100% Incident End
2021-07-08,11,S7E - STD Pay @ 75% Incident End
2021-08-27,11,S7E - STD Pay @ 75% Incident End
2021-09-19,11,S7 - STD Pay @75%
2021-09-20,11,S7E - STD Pay @ 75% Incident End
2021-10-24,5.5,S7E - STD Pay @ 75% Incident End
2021-11-07,11,S7E - STD Pay @ 75% Incident End
2021-09-27,7.5,SI - STD Pay @ 100%
2021-09-28,7.5,SI - STD Pay @ 100%
2021-09-29,7.5,SI - STD Pay @ 100%
2021-09-30,7.5,SI - STD Pay @ 100%
2021-10-01,7.5,SIE - STD Pay @ 100% Incident End
2021-09-20,8,SIE - STD Pay @ 100% Incident End
2021-09-26,8,SI - STD Pay @ 100%
2021-09-28,4,SIE - STD Pay @ 100% Incident End
2021-12-08,6.75,SIE - STD Pay @ 100% Incident End
2021-06-07,8.9,SIE - STD Pay @ 100% Incident End
2021-10-12,7.5,SI - STD Pay @ 100%
2021-10-13,7.5,SIE - STD Pay @ 100% Incident End
2021-04-20,3.5,SIE - STD Pay @ 100% Incident End
2021-09-29,6,LS9 - Limited Sick @ 90%
2021-01-25,14,SI - STD Pay @ 100%
2021-01-26,14,SIE - STD Pay @ 100% Incident End
2021-10-16,10,SI - STD Pay @ 100%
2021-10-17,10,SI - STD Pay @ 100%
2021-10-18,14,SI - STD Pay @ 100%
2021-10-19,14,SIE - STD Pay @ 100% Incident End
2021-07-14,10,SI - STD Pay @ 100%
2021-07-15,10,SIE - STD Pay @ 100% Incident End
2021-03-02,10,SI - STD Pay @ 100%
2021-03-03,10,SI - STD Pay @ 100%
2021-03-04,10,SI - STD Pay @ 100%
2021-03-08,10,SI - STD Pay @ 100%
2021-03-09,10,SI - STD Pay @ 100%
2021-03-10,10,SI - STD Pay @ 100%
2021-03-11,10,SI - STD Pay @ 100%
2021-03-15,10,SI - STD Pay @ 100%
2021-03-16,10,SI - STD Pay @ 100%
2021-03-17,10,SI - STD Pay @ 100%
2021-03-18,10,SI - STD Pay @ 100%
2021-03-22,10,SI - STD Pay @ 100%
2021-03-23,10,SI - STD Pay @ 100%
2021-03-24,10,SI - STD Pay @ 100%
2021-03-25,10,SI - STD Pay @ 100%
2021-03-29,10,SI - STD Pay @ 100%
2021-03-30,10,SI - STD Pay @ 100%
2021-03-31,10,SI - STD Pay @ 100%
2021-04-01,10,SI - STD Pay @ 100%
2021-04-05,10,SI - STD Pay @ 100%
2021-04-06,10,SI - STD Pay @ 100%
2021-04-07,10,SI - STD Pay @ 100%
2021-04-08,10,SI - STD Pay @ 100%
2021-04-12,10,SI - STD Pay @ 100%
2021-04-13,10,SI - STD Pay @ 100%
2021-04-14,10,SI - STD Pay @ 100%
2021-04-15,10,SI - STD Pay @ 100%
2021-04-19,5,SI - STD Pay @ 100%
2021-04-20,5,SI - STD Pay @ 100%
2021-04-21,5,SI - STD Pay @ 100%
2021-04-22,5,SI - STD Pay @ 100%
2021-04-26,5,SI - STD Pay @ 100%
2021-04-27,5,SI - STD Pay @ 100%
2021-04-28,5,SI - STD Pay @ 100%
2021-04-29,5,SIE - STD Pay @ 100% Incident End
2021-05-21,8,SI - STD Pay @ 100%
2021-05-22,8,SIE - STD Pay @ 100% Incident End
2021-10-09,8,SIE - STD Pay @ 100% Incident End
2021-01-01,8,SI - STD Pay @ 100%
2021-01-04,8,SI - STD Pay @ 100%
2021-01-05,8,SI - STD Pay @ 100%
2021-01-06,8,SI - STD Pay @ 100%
2021-01-07,8,SI - STD Pay @ 100%
2021-01-08,8,SIE - STD Pay @ 100% Incident End
2021-12-08,8,SIE - STD Pay @ 100% Incident End
2021-06-23,2.75,LSP - Limited Sick
2021-07-09,6.75,LSP - Limited Sick
2021-09-17,6.75,LSE - Limited Sick End
2021-10-26,6.75,LSP - Limited Sick
2021-10-27,1.94,LSE - Limited Sick End
2021-01-29,5,SIE - STD Pay @ 100% Incident End
2021-02-03,5,SI - STD Pay @ 100%
2021-02-04,5,SI - STD Pay @ 100%
2021-02-05,5,SI - STD Pay @ 100%
2021-02-08,5.25,SI - STD Pay @ 100%
2021-02-09,5,SI - STD Pay @ 100%
2021-02-10,5,SI - STD Pay @ 100%
2021-02-11,5,SI - STD Pay @ 100%
2021-02-15,4.55,SI - STD Pay @ 100%
2021-02-16,4.55,SI - STD Pay @ 100%
2021-02-17,4.55,SI - STD Pay @ 100%
2021-02-18,4.55,SI - STD Pay @ 100%
2021-02-19,4.55,SI - STD Pay @ 100%
2021-02-22,4.55,SI - STD Pay @ 100%
2021-02-23,4.55,SI - STD Pay @ 100%
2021-02-24,4.55,SI - STD Pay @ 100%
2021-02-25,4.55,SI - STD Pay @ 100%
2021-02-26,4.55,SIE - STD Pay @ 100% Incident End
2021-09-14,7.5,SI - STD Pay @ 100%
2021-09-15,7.5,SI - STD Pay @ 100%
2021-09-16,7.5,SIE - STD Pay @ 100% Incident End
2021-08-16,8,S9E - STD Pay @ 90% Incident End
2021-10-22,14,SIE - STD Pay @ 100% Incident End
2021-03-02,8,LS9 - Limited Sick @ 90%
2021-03-03,8,LS9 - Limited Sick @ 90%
2021-03-04,8,LS9 - Limited Sick @ 90%
2021-03-05,8,LS9 - Limited Sick @ 90%
2021-12-23,8,LS9 - Limited Sick @ 90%
2021-12-24,8,LS9 - Limited Sick @ 90%
2021-08-16,2,LS9 - Limited Sick @ 90%
2021-08-17,2,LS9 - Limited Sick @ 90%
2021-08-18,5.5,LS9 - Limited Sick @ 90%
2021-08-19,8,LS9 - Limited Sick @ 90%
2021-08-20,3.3,LS9 - Limited Sick @ 90%
2021-05-28,10,SI - STD Pay @ 100%
2021-05-29,14,SI - STD Pay @ 100%
2021-05-30,14,SIE - STD Pay @ 100% Incident End
2021-06-25,14,SIE - STD Pay @ 100% Incident End
2021-08-11,14,SI - STD Pay @ 100%
2021-08-12,14,SIE - STD Pay @ 100% Incident End
2021-08-17,14,SI - STD Pay @ 100%
2021-08-18,14,SIE - STD Pay @ 100% Incident End
2021-12-02,8,SI - STD Pay @ 100%
2021-12-05,8,SI - STD Pay @ 100%
2021-12-06,8,SIE - STD Pay @ 100% Incident End
2021-12-15,8,SI - STD Pay @ 100%
2021-12-16,8,SI - STD Pay @ 100%
2021-12-19,8,SIE - STD Pay @ 100% Incident End
